Metadata: Simulated EEG data for testing
EEG.AF3,EEG.AF4,EEG.F3,EEG.F4,EEG.F7,EEG.F8,EEG.T7,EEG.T8,EEG.P7,EEG.P8,EEG.O1,EEG.O2,EEG.FC5,EEG.FC6
-4.751751,28.556011,14.736726,30.595295,-23.71911,29.868889,-35.219017,31.087942,-13.674098,-14.83299,0.96708614,35.255215,-36.17749,-11.821522
28.525759,-8.315641,-24.067448,-6.0164657,-9.1558,33.233295,20.95475,0.40924445,39.069645,-2.7777975,-35.340973,-19.018055,-5.114362,-27.44779
35.80521,21.347912,-18.537024,7.264363,17.715933,35.302315,30.530828,1.215378,21.97221,4.9715805,4.216311,-30.820642,-29.908987,2.3626893
-18.491076,-38.317047,17.827137,-37.401073,7.622147,3.1355035,37.505177,-1.2629489,-34.911884,4.1350374,27.287693,39.747944,-5.572546,-14.376101
32.532265,-24.70063,9.234313,-7.542846,-36.71341,-12.216922,-18.781717,14.887292,35.90324,-18.556225,24.917274,-35.571213,3.0496807,-34.355995
34.72264,21.308102,12.635993,25.91171,11.801583,37.515553,17.116636,33.97269,1.3705513,-30.634848,2.2542176,-29.850174,7.3994784,-1.4005551
9.806032,-39.196243,-24.41276,-0.6935654,36.040283,-9.311276,-6.050238,17.175688,8.303421,-16.085909,-7.1346884,-22.584017,37.281715,-29.54925
-10.2530575,-37.93288,-22.25764,22.43769,-23.905981,-33.59493,-2.0437455,-39.20246,-33.218708,24.61007,21.717867,33.211105,28.361235,14.654045
-35.81337,22.62789,27.640865,23.92657,0.67832285,-21.367853,27.626398,18.173025,38.460896,-27.544592,-21.946833,-23.056149,23.403181,-25.047417
-34.667213,39.884865,-38.01462,26.819525,-10.770653,27.329237,4.3696394,32.130497,34.09544,-39.272144,-33.967026,-19.971302,13.545234,31.061775
-3.204644,8.557849,-24.920012,24.397346,37.38625,-18.512085,-0.41392386,-33.11071,4.7309327,0.22267535,-28.445082,-4.634703,-13.271627,1.74647
6.852347,-39.320354,20.880478,17.041143,-10.697089,-35.765125,20.394604,36.414013,-20.787872,-14.118031,-25.29497,6.15489,-27.612688,-11.504484
15.761041,4.8092785,-9.082994,-6.380032,4.9688706,-39.530823,-33.71921,30.500645,-33.76968,16.544289,33.603054,-18.345312,-10.360685,5.5137124
30.536718,35.352448,19.16506,-33.07042,13.532332,-7.175702,-2.34392,-36.06813,-24.715029,23.241089,-3.6832933,-15.867021,-9.278474,28.351961
19.919922,-18.214767,-30.599854,-19.840143,33.660515,6.5271072,2.6784167,7.711488,-10.717739,24.568562,1.8628999,-30.660168,-29.67479,2.9487317
34.925617,-15.33183,29.563293,21.127647,-20.175005,-37.09274,-31.852219,18.279514,-24.02642,-10.2983265,0.13593328,18.037453,-30.941502,-7.4906874
-1.1941673,3.266165,25.468851,-26.265745,24.626516,15.430274,4.469665,15.96223,-7.038581,-28.928194,13.261219,1.9737846,11.149984,-12.960097
32.549328,6.9895897,-33.1678,-4.015681,20.508484,23.530766,-0.43223578,31.579805,-18.586525,-7.1521044,31.887753,31.700537,14.857021,28.718443
-32.89814,29.199598,-14.350408,-25.733479,-20.850412,-6.5625196,-19.90464,-14.354593,-29.201721,-16.305859,5.7827053,-4.6517034,-12.262499,19.71617
31.480797,20.543139,-13.439944,19.555374,-27.841585,-29.57456,-12.349837,24.61619,-20.292141,-34.939728,-29.463238,28.699598,10.702662,-19.743906
4.423666,2.2063699,12.434878,-21.344995,29.152239,-15.250515,15.530532,-38.71003,-10.187429,-11.8632145,3.4787543,-34.1811,23.21051,-22.577536
14.163025,24.25697,4.9501567,19.270657,12.948825,-11.557616,24.708683,-16.423891,5.6970334,19.631819,-9.683527,-15.778591,-3.252319,25.43708
34.39374,3.606673,12.917296,32.26189,-32.116253,-21.433714,16.712,25.899557,28.562323,-6.7914257,-32.852806,-4.977482,-21.541233,-16.704283
21.781404,-33.957832,26.206497,-5.7864733,7.6851144,-32.82782,-13.011273,-32.823925,36.923496,24.580933,-3.2293797,-22.111795,34.676407,-12.432272
-27.121246,5.053151,35.50193,-39.693577,-20.950012,35.07581,-26.313122,-30.940523,5.6149774,28.947506,-1.8312145,39.56514,14.333736,-34.07401
39.42657,-7.368461,-17.007797,4.630335,-15.655393,-33.0834,-39.88573,-4.033332,26.949074,5.785215,39.936584,-17.052269,-17.563595,-27.220043
-26.874912,-17.185072,23.427204,32.460545,38.006973,-21.416828,30.503803,-13.739593,-30.972757,29.601994,10.888451,-26.821527,-5.613499,-17.019384
18.943565,-3.7267015,39.142395,-35.620403,-11.598779,-1.4479866,0.25068438,-14.725134,18.33922,29.979765,35.097546,24.40747,28.046415,4.043624
26.071058,-15.719687,-8.121699,-14.646959,-2.609013,-17.153631,36.928917,-14.97243,-32.156437,2.1453733,-35.432076,-31.156548,-22.448849,-2.85198
-5.3399253,23.97535,19.157972,-5.8945365,-13.303663,-14.682497,21.919607,-35.834206,-38.97427,23.64355,-1.8282899,-29.529509,-21.154726,34.600315
28.760239,16.782804,-1.4219816,1.6258901,38.01956,37.261635,-22.778477,24.888365,-24.220587,-22.917002,14.087442,-7.599912,34.523552,-32.879223
0.92205125,33.481724,32.329094,-27.477663,-10.668984,9.529712,-27.24841,37.441772,33.179947,-26.643986,-30.307564,-33.16732,32.755493,-24.510096
-6.6972055,-4.091891,7.9208837,-34.261173,-21.85931,34.51923,32.67281,22.503252,-38.4479,-13.839458,10.236699,-17.984783,32.766937,10.711157
-34.247463,32.720448,36.621334,-33.783005,2.5888188,-15.730858,-8.572874,-25.627903,6.245768,36.638348,0.24580802,-33.366833,9.600106,-12.782161
28.474014,-5.225748,-24.572832,-24.71155,21.501135,-18.752993,21.378672,-23.529015,-14.265091,-2.761042,35.45567,34.538513,-23.45025,-11.342477
-28.048048,0.79880637,-3.153396,32.060814,34.40043,-9.314609,-0.66096455,31.6989,24.536625,-39.707497,-14.395235,-6.2580605,-21.622698,-24.034271
-36.977238,11.469578,-18.999176,-35.812225,-21.521656,24.153116,28.119135,-1.3547003,-6.7143464,38.228294,-23.954826,-22.771257,-16.650625,-26.179415
-9.650752,32.866737,9.227827,-7.044276,34.752865,-36.12286,-23.177906,5.2710886,9.24421,-36.8354,-7.7568994,11.932317,15.845644,11.051192
-14.354942,-32.51839,-5.831004,-29.699644,35.809895,-1.9863307,-14.6192665,21.304325,-0.1641126,-15.197278,24.957418,29.372171,13.840653,-36.242847
5.3058305,21.063593,-29.07976,-21.70634,30.599607,-38.390263,20.21817,-2.0981367,-4.2582273,-39.432278,25.551859,-11.214008,3.2612505,14.184055
16.210365,36.478405,2.5071962,-8.022436,36.29629,11.368819,-16.147972,-29.88286,27.40436,-11.025472,12.837578,-2.3346865,-24.085617,8.134929
-35.145355,-6.9326034,3.729195,-5.116242,19.893774,26.233995,21.699446,-36.894962,-24.469698,2.9286008,34.785763,26.796541,27.402761,-15.743344
-5.6441684,-2.3435242,-27.410273,-37.51455,35.75223,-20.742992,-20.804089,-33.329678,34.28062,6.378969,13.362948,32.92615,-12.350387,9.720585
-36.89604,-25.058197,26.499664,21.341469,-11.948585,-9.85515,2.6843548,-39.98072,-20.700453,-23.341455,-19.961365,24.472467,-17.626091,-24.678295
0.34107685,29.251602,-20.692024,-33.717102,-11.487621,19.812145,4.0552435,25.34347,36.767372,23.412998,8.304246,-0.53267294,-36.79447,38.745758
-9.32151,-27.821743,13.336708,-17.256937,6.862262,6.9414325,-4.3416142,26.88949,-18.802635,-4.1093926,3.0153704,13.089977,22.717749,-8.415418
11.683756,-27.951124,34.611847,-9.355295,18.361713,-38.372715,-23.585028,-1.0333965,30.260197,2.180412,34.389637,-1.2962483,-0.76407224,-30.420258
24.2125,-20.242767,31.969,32.865936,35.46481,1.6184391,14.167502,22.281271,-29.518831,8.076575,-37.25617,-0.19471332,-27.612585,-25.366165
-10.796195,-5.4050264,9.853794,-34.045727,0.2953409,-25.38999,5.918014,10.992369,4.5367403,19.06364,-13.15126,21.208527,-5.3786335,-1.2652402
11.84817,-38.53133,12.319538,9.486812,-15.212231,-33.136456,-32.725163,33.8579,15.142345,-29.83179,-11.462147,7.3986397,26.845736,-36.507126
-21.06935,31.179918,-39.266754,-23.888071,36.721935,9.072147,-19.06629,-34.640713,-37.744694,-20.420393,30.518866,-6.7269077,17.626669,33.462803
-7.356763,-24.697811,1.3694345,32.646694,24.349953,-34.733612,15.405824,5.751802,32.597054,-30.201487,2.722889,30.357016,-7.198097,-1.4404066
-34.363144,-17.748508,-14.039468,35.609795,-17.386612,-3.1305013,13.704354,-27.02533,-1.084609,19.083122,29.348417,10.100742,13.5242815,-29.897322
35.66212,-29.394073,21.973835,-18.814693,34.68745,17.596764,20.305098,-22.475266,-4.556802,9.4250555,21.597889,-31.68325,36.989223,31.217653
-18.372112,25.82082,1.4659139,-3.0554814,-14.845271,6.477487,18.391129,-7.1253676,10.337536,15.945034,16.889746,-35.842712,28.779825,-3.3397348
-19.006714,-20.65884,-1.358871,30.946524,-9.732193,19.97806,-32.2545,-1.9154638,39.334892,21.635025,-23.15772,0.115317896,-21.310019,-7.235126
22.406721,21.697985,-21.75197,33.777866,7.4054546,-9.606057,0.15484646,8.405701,4.7912426,-1.0875971,0.39462432,-25.887047,25.018633,3.3408256
-29.51361,21.292568,34.59552,35.784554,-10.478581,-29.15865,1.4719701,-30.991262,34.718994,-25.31363,-19.77873,-7.469078,-9.346843,23.57303
-3.4946544,-26.33854,-18.623209,0.72907084,-28.203686,8.932454,5.2597847,17.176186,35.01637,32.980366,35.68605,-20.422752,-29.474775,-15.817864
31.606813,37.76428,28.745996,-31.198582,35.79424,-6.1313577,-39.255177,-4.608501,-36.314465,3.5102336,-12.915678,-2.1252053,9.053629,29.504087
12.9521265,-5.2760906,25.554228,32.44657,-30.419203,2.5546381,-17.239042,-36.235104,13.483736,29.021662,-26.967787,24.993093,28.271658,33.147236
-18.777193,32.316246,-14.34698,4.1870413,-35.959404,-36.489513,17.629856,-4.4416018,-19.49661,-24.76692,13.596279,-39.967876,24.471294,-33.66003
-24.68083,-9.101089,-1.2113008,-11.60039,-14.343027,37.11328,11.326374,-38.125362,-5.5859275,30.000696,-15.883505,-32.435493,20.670782,8.481107
5.6250005,-35.713875,-28.760078,9.803951,-23.374092,0.32560638,3.590535,-17.319426,35.874012,27.39713,17.78988,-33.76049,-31.509598,-0.57749236
-27.142933,38.26124,-27.31838,-1.0025731,-10.870316,11.150914,-29.677088,-5.5746856,-18.023598,31.020123,-36.753143,33.098198,26.63953,-16.194344
23.143253,-37.502914,37.349243,2.1275954,-15.737518,-10.993343,-34.687572,39.14796,-36.856644,12.39257,-4.5811257,35.913296,-20.32002,2.566946
-1.4115033,16.229315,-34.55918,-24.49687,-22.834814,19.052061,-24.868904,5.879341,-22.780495,28.929996,35.374836,1.479438,-11.8152895,-21.275377
-36.01752,-18.519995,12.338862,2.6893544,35.523304,-8.297819,15.509068,-0.8541802,1.0060973,-18.578054,-3.6039379,-2.3372002,16.531403,35.2512
-13.654298,-36.623962,-0.29638997,3.5569065,-26.524755,20.837168,38.794327,35.661976,-24.231518,30.029058,16.359491,-3.6922748,3.2488794,27.968014
-1.5892048,-10.143411,-0.54020053,6.3303843,-24.873787,32.072617,13.934956,10.661513,-32.040302,8.333915,-30.323147,-33.704185,2.1848717,-7.7771573
7.1048217,-32.86223,-5.521355,-26.017063,38.968006,4.892017,14.994949,-13.966537,-32.420887,38.069668,-17.099277,-6.095345,11.989114,-38.024216
24.82073,2.9262552,-17.742624,-35.07136,-27.000126,31.602709,14.881938,-20.007862,-34.751938,15.249225,5.7926183,-7.638438,-10.911084,-22.654858
13.5689,37.653442,-25.94278,7.7693295,-6.0651956,-4.264902,-19.668217,26.01079,-1.1795517,3.4724681,-15.619127,-25.455322,-33.12717,17.129532
-24.301258,15.206028,-8.769884,-6.738016,-2.4658003,-10.58332,-31.950401,-15.229455,13.098749,13.262753,-17.102055,-3.1917899,-24.524221,-23.170233
-38.156235,31.739723,-23.143467,-21.797289,-17.631886,-29.807354,11.14103,-33.988564,-29.263805,11.580538,-12.82715,16.635826,4.5939794,-19.518307
12.0662365,-30.698105,2.9128306,-5.0281515,-18.570114,8.3204,29.706688,39.912376,8.621021,-7.62353,-21.983433,-19.432312,-1.6436018,-10.617784
33.105164,-10.536363,-10.124433,-9.317239,26.929617,12.063066,9.133508,-13.2685585,25.432335,-36.930893,29.663774,1.019992,-8.139981,-0.22661754
13.393243,-38.978767,29.724148,-4.260838,-12.562678,-28.940355,-4.84277,-0.2941783,-7.7082644,14.292808,-6.3282776,36.913406,7.9422016,24.598234
-31.251528,-8.216697,-13.052184,5.558591,28.889082,-33.73294,-34.194016,28.025417,-22.971992,13.50026,3.4302506,26.631487,-29.992887,-29.617363
4.545469,35.710293,-6.8001795,-13.844632,8.535146,34.435886,26.954227,39.638687,-38.194515,-30.971348,8.7574215,25.646114,-17.180452,-20.863113
22.958063,-35.489452,-10.4493885,0.4647378,4.8278937,18.289213,-11.612342,9.014748,6.830034,3.809288,11.238664,-19.244066,-33.2281,-30.458265
-22.03341,0.015834842,27.23542,16.103468,23.12325,-11.92195,-7.627701,-8.505449,-24.650145,-35.10267,7.2732873,39.137333,-26.653624,-36.265213
22.362535,-19.79312,26.371504,16.314934,35.65388,-7.285821,12.957587,-2.8116176,10.447096,-4.0320873,-24.90942,0.63179326,2.286736,24.848309
18.841656,13.10333,-30.929033,17.649303,0.024412509,31.527964,33.589676,-35.58747,25.651325,-36.984207,-10.62643,3.3839982,-28.151936,19.705105
-39.331623,-26.512075,6.4637465,17.151005,33.331448,16.439732,13.742342,-8.452708,-39.897247,-30.387259,2.7643635,14.010391,-6.6041374,18.45432
1.7489836,-34.065903,-24.6387,27.199858,17.99302,31.58096,-30.59542,39.217804,-23.247463,-39.05761,39.793835,-17.51409,13.441556,-25.865416
6.4182825,32.3228,-14.385507,13.620318,-24.967712,9.983632,-13.083972,-23.10334,-14.945436,-25.692715,32.15329,-8.225049,-20.377655,-4.1273727
-14.357106,19.553541,37.697594,-4.9573073,28.882671,5.269046,-27.421146,15.24982,1.0747597,12.048522,31.174994,-4.7652345,32.09421,20.05352
-0.91160595,8.257771,-13.953509,38.687782,13.388093,-36.492252,-13.870248,9.865154,-35.49334,-38.089264,-3.998061,-13.384786,-4.9361115,-18.984535
-26.82258,15.131469,1.1656893,-23.987663,-14.432846,7.3446326,-34.221653,-28.20376,-34.14035,24.985386,20.19274,20.265034,17.306028,13.550834
-1.8406467,11.382253,-36.931076,9.717154,22.230217,0.02866883,-11.398933,-17.80586,11.424164,15.424096,29.677408,-12.613274,21.581785,4.908466
30.626919,2.2249687,1.4103863,6.2301664,19.945229,37.17524,-34.114933,-35.72523,35.00403,2.39005,9.192241,-1.4061118,-32.507404,21.447151
19.777971,-15.063734,-15.50086,27.027311,-34.21142,30.48841,-19.467064,7.43878,34.879536,14.2498,-6.845615,15.162737,-12.481629,-17.819326
39.73466,20.06322,11.577599,-11.576829,-36.067135,-37.51545,4.3345003,20.962618,2.9903352,27.262806,-37.32588,-10.659834,-21.034369,-4.2181625
-34.20989,36.330532,-22.139568,33.784622,-5.9285474,38.84193,4.324671,34.46663,-39.572083,19.859104,32.244053,-28.822355,-32.309933,-6.0341916
34.694313,3.390925,2.196517,-28.709911,-39.93684,24.811207,-32.994034,10.707986,33.169315,-23.307846,13.221827,-33.704113,8.300411,-26.885462
18.876286,-15.901497,-2.9287193,7.9544435,-26.298126,19.331026,-15.788773,12.989749,-27.337357,15.049413,-29.744955,-5.9714804,-20.223515,19.87002
-19.037199,30.537384,31.345617,-24.284695,9.107676,-32.98259,-8.677032,17.065739,12.7538595,9.976053,-17.39673,-9.758004,-31.764309,17.521826
0.31110373,16.70125,-20.084518,-14.044942,-13.262773,-37.94061,-12.71617,24.264366,31.78388,1.4574653,-3.5598643,-37.53403,30.336348,-38.959183
35.580006,-0.8627001,-12.645241,33.937473,-38.04872,6.5139914,3.914602,-22.454369,-5.6890054,12.181121,18.170496,-39.94265,34.948273,-26.83797
-21.313566,-18.922125,-36.97439,-30.15583,38.907993,-14.782661,-30.775913,-31.440699,17.556797,28.365494,-19.443815,-38.32724,-22.152798,-35.478745
-31.728405,-5.4793506,-21.606531,1.2756703,-19.720499,35.242985,32.475517,5.3444886,-11.646081,-9.508249,-7.0518174,18.206347,-3.8688803,28.538395
35.527584,-13.124308,4.8555584,-32.395477,-23.962477,-6.9227386,-23.503782,30.12484,-27.3371,-3.5471342,8.455939,15.3491125,-9.35445,29.527925
5.4655323,-4.8393774,-34.62075,-2.8248425,25.658867,9.163281,26.572996,-0.47906634,-30.523064,-38.908813,-15.742436,15.839238,23.220793,-16.339773
-0.34768632,-6.3104877,-7.1581774,-21.492104,-29.090311,-24.264915,-35.57341,-24.14954,-39.263927,10.180672,-14.689967,37.851578,-24.502636,-12.3337145
-11.372707,-39.32388,27.136637,-37.440445,35.214386,31.365948,2.8417532,3.487646,12.302234,-9.035999,11.777782,-36.41853,-35.67619,-3.4215665
3.969784,31.025412,-31.62715,25.811834,-23.196213,-8.473309,-14.671805,-7.9875784,-27.96036,0.28560597,24.131407,-4.677279,-0.7509139,27.901407
16.48465,-0.7636473,-19.384348,30.79414,6.161632,-22.308191,-18.470419,24.250647,-36.468353,39.367374,-29.571865,23.685482,-8.417974,-0.62270534
30.452045,-6.967105,2.9995003,-36.056026,-39.812202,-20.41601,14.446648,-30.29881,-30.899044,-7.1231513,11.826963,16.96576,-25.723946,-33.63295
35.231762,-19.146688,28.26772,29.079315,21.801807,-26.49331,25.744116,21.540045,7.737839,-13.023837,-18.999311,-30.248863,0.7805654,6.82087
-11.252881,-1.9712746,-10.918843,11.280484,32.10074,-26.88638,-9.487295,-28.730513,9.9955015,18.30964,34.55302,-17.690247,36.016895,-34.938988
8.241109,-35.429382,31.501936,2.3847246,13.547868,26.525913,-27.975151,-36.912674,30.310492,-14.805342,-29.681688,-2.523101,7.864486,-37.52235
-18.008347,-37.37601,-6.373169,31.608002,38.612194,10.963804,-27.068985,32.467953,1.2998259,-27.700054,33.738132,20.597525,18.536423,16.734457
-23.972815,-23.119465,15.06344,-22.42218,-4.9062643,22.560146,22.716202,-3.7390583,23.375195,27.089745,12.38206,-21.725931,-18.079058,-14.812708
-30.655672,-18.14723,-23.238462,-3.5737,32.675003,-31.641575,17.621433,14.98264,-32.339664,33.805794,5.477776,-10.901958,20.523087,-19.410763
15.480787,-36.823105,27.152643,-4.1463323,10.935433,-22.300974,14.165897,21.779222,-2.142945,9.418154,-3.493926,31.52731,-0.17046556,27.344696
24.108164,-7.159614,-21.59324,-7.513429,26.09739,-21.789396,1.9549077,24.48774,-11.721802,11.376771,-20.349474,-31.257645,23.550737,-32.08251
-18.289488,28.408754,-12.282457,37.843628,38.378746,-18.537918,-36.72174,16.405064,-3.9210799,-31.939772,16.601826,-37.50601,29.615736,-28.907797
-29.81505,-25.946217,36.82131,15.453548,24.109722,-8.189201,-13.094982,-21.24128,-1.5481577,4.146299,10.541987,-19.43052,35.892326,-26.419321
37.252254,-38.811512,-1.5099447,-13.330573,-4.070127,5.6531663,-5.1528673,-6.812252,18.617874,14.870102,26.661703,-20.00328,8.76228,6.8155828
-10.420975,-1.1153966,-14.8974285,-28.652449,-22.895903,-31.558908,14.645566,12.8581915,36.04851,18.374273,-35.836334,30.739614,29.014013,-4.534374
6.869044,38.086266,2.5843492,32.425747,-33.3569,-24.71585,-4.7396045,6.7805448,25.298227,39.06097,-8.89188,-36.20675,24.09372,8.350457
-24.116571,-0.41372347,19.384819,21.632942,-0.03052704,-15.582838,37.899406,13.069009,-7.3409986,-17.562943,18.48824,-20.625324,-26.2632,2.3867111
-16.801008,10.312411,-30.564905,12.395288,-17.336277,-39.980564,-29.845116,34.68923,29.38837,-21.311277,22.269753,8.685727,37.67238,-10.111547
14.516849,-34.91714,-8.300212,37.10541,3.11847,-16.969639,-30.378323,16.282267,11.588484,-10.084903,36.07531,-38.223774,-15.702092,33.68556
-14.325165,-19.819773,2.7376328,25.90414,-31.748259,35.441658,23.605831,-25.499979,16.960636,-9.203302,-7.816426,22.663208,37.022785,-29.86753
-6.3495812,-1.5246713,-9.895055,-10.94487,-35.81851,14.84309,-5.1028466,-24.416496,25.28268,24.20486,-1.0886698,-16.123947,11.047418,-16.947828
-21.119366,18.441172,-36.77398,-32.41852,-39.456947,-27.764545,-34.4808,39.66419,-16.895203,-28.05856,-20.720299,34.890045,1.6128179,-10.814552
29.871317,-8.400779,-13.199314,-23.417398,-9.776254,-14.665252,14.184317,-16.833384,6.1759796,-34.728626,-24.696867,-7.4075785,34.95594,-9.819841
13.12593,-19.593021,-29.837315,-35.317074,-15.56692,-27.387117,-26.079165,20.860744,-38.732956,4.62481,-9.643089,0.524,5.026419,-14.930585
-16.39129,18.672148,29.70216,-24.59347,-32.1905,31.823664,-12.008363,4.105391,-11.236548,-29.935814,7.1465316,2.0112681,-23.760515,-3.8504765
23.7558,7.2340884,-32.246613,3.8417199,16.219065,23.416273,10.329407,-27.787346,16.813862,14.187347,-38.04585,-7.0601864,-13.36398,13.552965
-22.709135,7.269754,33.056477,23.82419,33.716618,38.280476,-39.14639,9.819303,-6.9728484,28.788359,-19.854824,38.48236,9.096638,23.482992
-33.152035,-25.32337,20.672295,-38.241077,25.350239,-38.88408,12.569508,-10.792486,8.919588,15.682512,-12.601982,-31.363005,-34.42833,7.114882
1.6524283,19.376081,0.7788408,-6.2043366,-8.153026,-37.884247,-13.155424,38.08161,29.884445,-13.649755,7.0236325,27.78374,-4.698053,-38.56337
-34.03916,0.8314177,37.55515,15.456763,-34.326706,-24.85113,21.70585,27.315182,9.415566,11.553854,-37.733006,26.282421,23.062017,-19.27719
16.694138,-22.811632,-36.773586,-23.909077,-25.70969,-12.980161,-6.52404,0.6831113,-1.85969,-18.346031,-37.666348,8.40813,-8.340414,-16.106228
29.355284,19.739464,28.621244,-0.40137643,-29.5255,15.697715,-23.514097,-4.7016263,-34.79994,26.024672,-29.92475,32.2478,29.138449,-2.8333788
19.549456,9.555606,24.246052,-5.455592,22.86468,-3.0034547,35.277264,-1.0902319,-2.9904583,22.805748,25.726215,4.359129,-25.616175,-2.5793414
37.4458,20.238895,24.89301,-37.37396,-2.571243,11.729691,26.402615,-36.05811,28.19511,3.8720748,-24.214882,-14.619583,-17.445637,2.4687228
-35.865147,-27.317108,25.015444,-29.391682,-21.328299,-3.7303514,1.3696711,21.088839,-4.213406,23.189169,9.467705,-30.95202,-27.493484,-5.037302
-8.248849,19.483541,6.458971,-8.949353,-26.339178,-21.853031,6.0400815,-6.1248956,1.1942008,-26.345806,13.0325,28.2031,-19.36484,-0.6788619
38.042187,-13.340661,7.603708,-32.784344,8.4812,-32.829456,36.738834,17.253012,23.052784,16.328348,7.178323,-4.0069776,28.66987,36.546852
-0.07710617,34.522804,6.6666327,3.070735,-3.6413813,-23.256979,-39.702427,-20.679502,0.7778537,-9.603204,-4.121182,38.45186,-11.97821,-3.8253648
-29.318756,-36.16338,22.03276,5.654654,20.856384,-28.010977,5.7463017,-19.708603,-21.755054,-39.07792,-29.572742,-15.258551,-30.649698,38.868675
-15.309388,-29.574083,-24.073416,7.0162582,-34.87652,28.99473,36.919975,-20.260206,-3.9923785,-38.229244,11.256818,-6.8859153,-18.395323,-23.453032
12.321846,-6.7026377,-25.627256,15.128727,5.2057824,28.693764,-30.601929,22.853329,13.881343,-30.799126,15.585658,-4.676217,35.59878,-28.671091
11.426671,-9.441596,36.545174,-13.602009,36.974873,32.11887,-18.36934,24.283342,39.648335,-19.78696,-5.0578265,1.6144589,-16.40551,-38.778812
-22.38966,-17.44505,-4.512024,-26.311802,29.860348,16.39289,-33.18396,12.007396,12.292518,36.497692,-39.75833,-20.165403,34.22332,34.570713
17.646914,21.261066,-32.681362,1.1100668,-21.47336,-25.502556,24.824265,-29.196949,-2.507869,35.086258,-25.133436,38.239475,39.543037,4.4493723
-26.38858,-14.711609,-6.0405736,-15.254062,-17.549154,37.778378,-27.730814,18.666233,-39.96718,7.6946135,33.27544,-16.965273,-25.157923,12.134383
17.008112,15.042441,-14.45465,-19.823809,36.473503,33.86396,-3.4146712,27.695509,-3.8141217,-6.0488787,-27.458963,-5.8875155,2.993355,-38.199654
-4.4709597,22.508497,14.403685,10.812559,32.764435,-38.557438,4.563807,22.987907,3.3068306,-14.088356,-29.099955,31.005045,-2.3390086,30.249216
6.86817,13.9353695,24.340893,12.732444,-8.155613,1.0906707,24.243643,-10.107976,-8.950283,-32.34479,33.166756,-32.717094,11.856734,-6.944442
-7.550449,14.364147,-34.6325,7.496463,21.762543,26.25702,-26.357569,31.793524,12.491688,30.548384,-1.1775427,3.3626676,33.523064,31.992764
-4.14713,-18.04699,-8.546365,-8.978854,-17.05065,-18.513632,28.885035,-34.411045,14.208895,-26.174397,-12.439528,-35.076557,-18.40211,21.473686
30.801226,-22.277828,-2.9161727,-2.3740761,29.886024,21.023924,1.0461775,13.659776,27.788404,-39.236885,-7.7687974,32.579453,19.225042,3.42731
2.3715622,-12.178392,1.6416427,12.430656,-6.5309567,17.132252,28.898579,-27.625212,-3.876238,-7.3583927,14.997185,-20.010603,11.220073,30.199139
-6.549472,32.881256,39.4531,-31.512636,-21.355745,36.03038,36.666214,-32.18342,-38.80012,-27.111998,39.681023,-25.60003,0.20380853,27.873419
-38.36787,8.359118,-17.837965,28.986794,-17.323109,14.940457,13.937571,-22.280516,-37.216064,-7.260034,-16.864548,24.71822,24.029135,-3.438084
8.520978,8.340761,26.172651,-5.999807,-17.964266,-18.797207,2.8953824,-4.068144,-4.7903385,-32.70901,17.488298,-22.901066,-24.24371,-6.9793344
-21.777733,6.7086616,-10.282933,-4.0870624,2.9735458,-23.717157,-27.53987,30.433752,-5.302104,-7.032511,-37.151028,-0.1618958,4.3335776,4.7072697
16.562494,-25.801453,-19.82215,24.858437,35.77365,-29.12538,-0.18803564,-22.8659,-35.194145,-13.959733,-28.50499,16.794645,2.698033,-28.493242
-39.260674,24.652563,-25.904448,8.497332,-13.046247,6.8388753,-14.74771,-33.044834,-22.164,-24.955315,-5.758452,12.662703,-18.895514,-39.034405
1.5149891,8.460759,37.02964,7.1576643,-2.3061953,5.87213,34.23205,26.270252,-14.161701,-21.019651,-18.989311,0.35368317,19.523956,0.25753656
-34.57629,17.886456,24.47761,-16.84017,13.130059,-5.872648,31.129549,27.618044,2.03456,15.320444,30.667976,-0.3426392,-14.93994,20.293291
-22.3947,-8.917508,29.258179,17.953787,-7.6951194,-22.82044,-11.522529,-17.271667,-25.912857,19.466633,-19.83441,-3.6666024,-9.131245,38.56619
-8.712621,-33.601402,-32.81394,7.260298,7.9490843,-6.499281,-5.4525046,-35.685394,1.3237208,0.37915802,-28.036055,-31.692848,-30.1142,-31.91774
8.776655,-24.281387,-19.885588,-26.11423,36.626823,28.369396,-21.560413,-13.794697,-23.208572,-0.64992326,-38.431156,13.709441,1.852652,31.891115
-26.848585,24.32874,23.356882,-29.825504,-8.115262,-26.387789,-19.62236,-18.940306,4.4989114,-7.0871253,35.818623,-29.890388,37.89537,-21.548908
21.829914,-12.882406,-28.553488,28.631134,-15.291128,12.708432,5.315495,-2.2594953,-0.3344422,18.579033,-32.97817,13.4544525,31.664968,-35.376945
-28.747732,17.330555,-5.017468,-7.71611,-29.04267,0.54160327,-29.876375,-1.8703635,21.089224,-19.338852,-1.5371065,39.36128,14.932034,27.308542
-6.8121915,21.428873,-36.759266,-30.167105,-23.754353,-7.843846,27.65959,-12.298716,12.369696,16.745144,6.8945885,-11.420643,6.1642675,-12.6187525
-33.2901,39.424316,-29.825403,-34.212128,30.28246,-15.853227,12.023758,-13.679542,-8.683659,-19.030962,-12.556479,-7.143968,17.633286,0.92289555
